step,time_fs,atom_idx,atom_type,atom_energy,total_energy
60,60.0,10,H,-0.417261868715286,-6.52971363067627
60,60.0,11,H,-0.315542101860046,-6.52971363067627
60,60.0,12,H,-0.877549886703491,-6.52971363067627
60,60.0,13,H,1.03330397605896,-6.52971363067627
60,60.0,14,H,-0.411424815654755,-6.52971363067627
65,65.0,0,C,1.27535760402679,0.754169464111328
65,65.0,1,C,-1.35469031333923,0.754169464111328
65,65.0,2,C,-0.193293541669846,0.754169464111328
65,65.0,3,C,0.634314060211182,0.754169464111328
65,65.0,4,C,-0.315636366605759,0.754169464111328
65,65.0,5,H,-0.28734877705574,0.754169464111328
65,65.0,6,H,1.82612228393555,0.754169464111328
65,65.0,7,H,-0.855384349822998,0.754169464111328
65,65.0,8,H,0.563883066177368,0.754169464111328
65,65.0,9,H,0.828023791313171,0.754169464111328
65,65.0,10,H,-0.387862384319305,0.754169464111328
65,65.0,11,H,-0.195602893829346,0.754169464111328
65,65.0,12,H,-2.43674182891846,0.754169464111328
65,65.0,13,H,0.961238086223602,0.754169464111328
65,65.0,14,H,-0.822295665740967,0.754169464111328
70,70.0,0,C,1.25864577293396,5.18291854858398
70,70.0,1,C,-2.48693418502808,5.18291854858398
70,70.0,2,C,-0.303482949733734,5.18291854858398
70,70.0,3,C,0.930536329746246,5.18291854858398
70,70.0,4,C,0.0498589649796486,5.18291854858398
70,70.0,5,H,-0.0969188138842583,5.18291854858398
70,70.0,6,H,3.46384978294373,5.18291854858398
70,70.0,7,H,-1.38666820526123,5.18291854858398
70,70.0,8,H,0.40458881855011,5.18291854858398
70,70.0,9,H,1.05333852767944,5.18291854858398
70,70.0,10,H,-0.374845296144486,5.18291854858398
70,70.0,11,H,-0.28595107793808,5.18291854858398
70,70.0,12,H,-3.42015647888184,5.18291854858398
70,70.0,13,H,1.92402946949005,5.18291854858398
70,70.0,14,H,-1.50926315784454,5.18291854858398
75,75.0,0,C,1.27974450588226,0.647593498229981
75,75.0,1,C,-1.33942890167236,0.647593498229981
75,75.0,2,C,-0.187216967344284,0.647593498229981
75,75.0,3,C,0.631947040557861,0.647593498229981
75,75.0,4,C,-0.31924831867218,0.647593498229981
75,75.0,5,H,-0.284827262163162,0.647593498229981
75,75.0,6,H,1.81128966808319,0.647593498229981
75,75.0,7,H,-0.850846409797669,0.647593498229981
75,75.0,8,H,0.561423242092133,0.647593498229981
75,75.0,9,H,0.827036738395691,0.647593498229981
75,75.0,10,H,-0.392915070056915,0.647593498229981
75,75.0,11,H,-0.196018904447556,0.647593498229981
75,75.0,12,H,-2.42167234420776,0.647593498229981
75,75.0,13,H,0.941913902759552,0.647593498229981
75,75.0,14,H,-0.808443605899811,0.647593498229981
80,80.0,0,C,1.26455223560333,3.86877202987671
80,80.0,1,C,-2.16337585449219,3.86877202987671
80,80.0,2,C,-0.261915743350983,3.86877202987671
80,80.0,3,C,0.842985451221466,3.86877202987671
80,80.0,4,C,-0.0536623001098633,3.86877202987671
80,80.0,5,H,-0.142492115497589,3.86877202987671
80,80.0,6,H,3.00442028045654,3.86877202987671
80,80.0,7,H,-1.23575091362,3.86877202987671
80,80.0,8,H,0.450231373310089,3.86877202987671
80,80.0,9,H,0.999237298965454,3.86877202987671
80,80.0,10,H,-0.376309186220169,3.86877202987671
80,80.0,11,H,-0.263481169939041,3.86877202987671
80,80.0,12,H,-3.14226722717285,3.86877202987671
80,80.0,13,H,1.64528787136078,3.86877202987671
80,80.0,14,H,-1.30303049087524,3.86877202987671
85,85.0,0,C,-0.0690365731716156,-6.36664772033691
85,85.0,1,C,-1.49963438510895,-6.36664772033691
85,85.0,2,C,0.527541697025299,-6.36664772033691
85,85.0,3,C,-0.0849878564476967,-6.36664772033691
85,85.0,4,C,0.367648661136627,-6.36664772033691
85,85.0,5,H,0.412604629993439,-6.36664772033691
85,85.0,6,H,1.17319428920746,-6.36664772033691
85,85.0,7,H,-0.789965867996216,-6.36664772033691
85,85.0,8,H,-1.25950121879578,-6.36664772033691
85,85.0,9,H,1.02663826942444,-6.36664772033691
85,85.0,10,H,-0.417603015899658,-6.36664772033691
85,85.0,11,H,-0.317426204681397,-6.36664772033691
85,85.0,12,H,-0.912545144557953,-6.36664772033691
85,85.0,13,H,1.0680456161499,-6.36664772033691
85,85.0,14,H,-0.43242421746254,-6.36664772033691
90,90.0,0,C,1.26390159130096,4.40733861923218
90,90.0,1,C,-2.29530549049377,4.40733861923218
90,90.0,2,C,-0.285764396190643,4.40733861923218
90,90.0,3,C,0.881547033786774,4.40733861923218
90,90.0,4,C,-0.0116333439946175,4.40733861923218
90,90.0,5,H,-0.126238211989403,4.40733861923218
90,90.0,6,H,3.19427800178528,4.40733861923218
90,90.0,7,H,-1.30313968658447,4.40733861923218
90,90.0,8,H,0.425634384155273,4.40733861923218
90,90.0,9,H,1.02044224739075,4.40733861923218
90,90.0,10,H,-0.37886655330658,4.40733861923218
90,90.0,11,H,-0.274127036333084,4.40733861923218
90,90.0,12,H,-3.25977110862732,4.40733861923218
90,90.0,13,H,1.75816929340363,4.40733861923218
90,90.0,14,H,-1.39524626731873,4.40733861923218
